user_id,signup_date,acquisition_channel,device_type,country,plan_type,funnel_stage,session_count,session_duration_min,features_used,support_tickets,user_feedback,satisfaction_score,upgraded,churned,onboarding_completed,bugs_reported,referral_count,trial_days_left,last_active_days
2375,2025-10-30,Organic,Desktop,India,Free,Sign-up,3.0,22.0,1.0,0.0,Average experience so far,3.5,0,1,0,2.0,0.0,0.0,8.0
2376,2025-11-07,Paid,Desktop,USA,Premium,Upgrade,19.0,132.0,15.0,0.0,Automated reports are a lifesaver,4.3,1,0,1,2.0,0.0,0.0,4.0
2377,2025-07-09,Organic,Mobile,UK,Free,Onboarding,3.0,33.0,1.0,0.0,Could be better but not terrible,2.9,0,1,1,0.0,0.0,0.0,1.0
2378,2025-03-04,Referral,Mobile,USA,Free,Onboarding,6.0,31.0,2.0,0.0,Similar to other tools,3.4,0,1,1,0.0,0.0,0.0,8.0
2379,2025-07-24,Organic,Desktop,USA,Basic,Onboarding,6.0,22.0,2.0,0.0,Still evaluating whether premium is worth it,3.0,0,0,1,0.0,0.0,10.0,1.0
2380,2025-04-28,Referral,Mobile,USA,Free,First Feature Use,11.0,42.0,6.0,1.0,Great value for money,4.2,0,1,1,0.0,1.0,0.0,9.0
2381,2025-12-16,Referral,Mobile,USA,Basic,Onboarding,,42.0,1.0,1.0,Learning curve is medium,2.9,0,0,1,1.0,0.0,7.0,4.0
2382,2025-03-06,Paid,Desktop,Germany,Free,Sign-up,2.0,17.0,0.0,0.0,The onboarding tutorial was confusing,1.6,0,1,0,0.0,0.0,0.0,9.0
2383,2025-07-08,Referral,Mobile,USA,Free,First Feature Use,7.0,32.0,3.0,0.0,Could be better but not terrible,3.2,0,1,1,1.0,1.0,0.0,11.0
2384,2026-03-06,Paid,Desktop,UK,Free,Sign-up,2.0,13.0,1.0,1.0,Mobile app crashes while exporting reports,2.3,0,1,0,0.0,0.0,0.0,2.0
2385,2025-08-20,Referral,Tablet,USA,Free,Onboarding,7.0,30.0,1.0,1.0,Not blown away but not disappointed,3.1,0,1,1,0.0,1.0,0.0,2.0
2386,2025-05-18,Organic,Mobile,USA,Free,Sign-up,3.0,13.0,0.0,0.0,Basic features work fine so far,3.9,0,1,0,0.0,0.0,0.0,6.0
2387,2026-04-22,Organic,Desktop,USA,Free,Landing,2.0,8.0,0.0,0.0,Trial period too short,1.8,0,1,0,0.0,0.0,0.0,1.0
2388,2025-04-04,Paid,Mobile,Germany,Premium,Upgrade,,124.0,8.0,0.0,Real-time sync is fast,4.3,1,0,1,1.0,0.0,0.0,2.0
2389,2025-02-10,Organic,Desktop,USA,Premium,Upgrade,23.0,144.0,11.0,1.0,Real-time sync is fast,4.8,1,0,1,1.0,0.0,0.0,16.0
2390,2025-09-24,Referral,Desktop,India,Free,Onboarding,7.0,38.0,1.0,1.0,It's fine for now,3.8,0,1,1,1.0,1.0,0.0,1.0
2391,2025-11-23,Referral,Mobile,USA,Free,Landing,2.0,6.0,0.0,0.0,Trial period too short,1.1,0,1,0,0.0,0.0,0.0,3.0
2392,2025-04-11,Organic,Desktop,USA,Free,Sign-up,,15.0,0.0,0.0,Still evaluating whether premium is worth it,2.5,0,1,0,0.0,0.0,0.0,3.0
2393,2026-02-22,Referral,Desktop,India,Free,Onboarding,6.0,24.0,1.0,1.0,Meets minimum requirements,2.9,0,1,1,0.0,0.0,0.0,3.0
2394,2026-04-11,Organic,Mobile,UK,Free,Sign-up,2.0,23.0,1.0,0.0,Email notifications are spammy,1.0,0,1,0,0.0,0.0,0.0,8.0
2395,2026-04-11,Organic,Tablet,UK,Free,Landing,2.0,,0.0,0.0,Mobile UI is cluttered,2.1,0,1,0,0.0,0.0,0.0,1.0
2396,2025-09-20,Paid,Mobile,USA,Free,Onboarding,6.0,24.0,1.0,0.0,No strong opinion yet,3.9,0,1,1,1.0,0.0,0.0,11.0
2397,2026-01-06,Organic,Mobile,USA,Free,Landing,,11.0,0.0,0.0,Pricing feels too expensive,1.4,0,1,0,0.0,,0.0,2.0
2398,2025-12-09,Paid,Mobile,USA,Free,First Feature Use,8.0,47.0,,0.0,Decent but not great,2.9,0,1,1,1.0,0.0,0.0,3.0
2399,2025-07-15,Paid,Desktop,Germany,Free,First Feature Use,7.0,64.0,3.0,1.0,Could be better but not terrible,3.1,0,1,1,1.0,0.0,0.0,6.0
2400,2025-07-10,Organic,Desktop,USA,Free,Sign-up,2.0,13.0,1.0,1.0,Cannot customize reports enough,1.8,0,1,0,0.0,0.0,0.0,8.0
2401,2025-04-28,Paid,Desktop,Germany,Free,Sign-up,3.0,21.0,1.0,0.0,Haven't used all features yet,3.4,0,1,0,0.0,0.0,0.0,9.0
2402,2026-04-19,Paid,Desktop,USA,Basic,Onboarding,4.0,41.0,2.0,0.0,Works most of the time,3.4,0,0,1,2.0,1.0,13.0,7.0
2403,2025-04-09,Organic,Desktop,UK,Free,Landing,1.0,11.0,0.0,0.0,App crashes during report export,2.0,0,1,0,0.0,0.0,,4.0
2404,2026-04-28,Organic,Mobile,USA,Free,Landing,2.0,6.0,,0.0,Billing system is confusing,2.4,0,1,0,1.0,0.0,0.0,4.0
2405,2026-04-15,Referral,Mobile,USA,Free,Sign-up,4.0,11.0,0.0,1.0,Average experience so far,3.2,0,1,0,0.0,0.0,0.0,2.0
2406,2025-03-20,Referral,Mobile,USA,Free,Sign-up,3.0,24.0,1.0,0.0,Will evaluate again next month,2.9,0,1,0,0.0,0.0,0.0,5.0
2407,2025-08-03,Organic,Mobile,USA,Premium,Upgrade,23.0,74.0,12.0,0.0,Helped our team productivity,4.6,1,0,1,0.0,0.0,0.0,13.0
2408,2025-04-02,Organic,Mobile,Canada,Free,Sign-up,2.0,21.0,1.0,0.0,Mobile app crashes while exporting reports,2.1,0,1,0,0.0,0.0,0.0,9.0
2409,2025-11-27,Referral,Tablet,India,Free,First Feature Use,10.0,62.0,6.0,1.0,Simple and effective design,4.5,0,1,1,1.0,2.0,0.0,7.0
2410,2025-11-09,Paid,Tablet,India,Free,Onboarding,6.0,39.0,1.0,0.0,Works most of the time,3.5,0,1,1,0.0,0.0,0.0,4.0
2411,2026-01-27,Organic,Mobile,USA,Premium,Upgrade,12.0,126.0,19.0,0.0,Love the reporting features,4.4,1,0,1,1.0,1.0,0.0,1.0
2412,2025-12-06,Paid,Mobile,Germany,Free,First Feature Use,9.0,61.0,7.0,0.0,Integration with Slack was seamless,4.6,0,1,1,0.0,0.0,0.0,3.0
2413,2025-11-29,Paid,Mobile,USA,Free,Landing,2.0,9.0,0.0,0.0,Cannot customize reports enough,2.2,0,1,0,0.0,0.0,0.0,1.0
2414,2025-12-23,Paid,Desktop,Germany,Free,Onboarding,6.0,21.0,3.0,1.0,"Works as expected, nothing special",2.8,0,1,1,1.0,0.0,0.0,6.0
2415,2025-03-04,Organic,Mobile,USA,Basic,Upgrade,15.0,83.0,8.0,0.0,Customer support was excellent,4.0,1,0,1,1.0,0.0,0.0,24.0
2416,2025-12-29,Paid,Desktop,USA,Free,Onboarding,3.0,38.0,1.0,0.0,Average experience so far,2.6,0,1,1,0.0,0.0,0.0,13.0
2417,2025-12-20,Organic,Mobile,Canada,Basic,First Feature Use,11.0,65.0,6.0,1.0,Best SaaS tool I've used,4.1,0,0,1,1.0,0.0,2.0,18.0
2418,2025-06-09,Referral,Desktop,USA,Free,Onboarding,5.0,33.0,2.0,0.0,Need more time before upgrading,3.6,0,1,1,0.0,0.0,0.0,7.0
2419,2026-03-19,Paid,Mobile,Germany,Free,Sign-up,4.0,,1.0,,Needs a few more integrations,,0,1,0,1.0,1.0,0.0,6.0
2420,2025-07-20,Paid,Mobile,USA,Basic,Onboarding,4.0,32.0,3.0,0.0,Ok for basic use,3.3,0,0,1,1.0,0.0,9.0,8.0
2421,2026-02-19,Paid,Mobile,UK,Free,Sign-up,3.0,20.0,1.0,0.0,Basic features work fine so far,3.8,0,1,0,0.0,0.0,0.0,6.0
2422,2025-08-03,Organic,Mobile,Germany,Basic,Onboarding,3.0,37.0,2.0,0.0,Ok for basic use,2.9,0,0,1,0.0,1.0,10.0,11.0
2423,2025-06-07,Referral,Tablet,UK,Free,Sign-up,4.0,,0.0,0.0,Good enough for my use case,3.8,0,1,0,,1.0,0.0,1.0
2424,2025-05-24,,Mobile,India,Free,Landing,1.0,5.0,0.0,0.0,Email notifications are spammy,2.1,0,1,0,1.0,0.0,0.0,4.0
2425,2025-04-12,Referral,Mobile,USA,Free,First Feature Use,5.0,,6.0,0.0,Haven't used all features yet,2.9,0,1,1,0.0,1.0,0.0,19.0
2426,2025-07-21,Organic,Tablet,USA,Premium,Upgrade,14.0,131.0,17.0,0.0,Automated reports are a lifesaver,4.1,1,0,1,0.0,1.0,0.0,4.0
2427,2026-02-13,Organic,Mobile,USA,Free,Onboarding,6.0,35.0,3.0,1.0,Nothing exceptional,3.4,0,1,1,0.0,1.0,0.0,11.0
2428,2025-05-18,Paid,Mobile,USA,Free,Onboarding,4.0,36.0,1.0,0.0,Standard SaaS experience,3.2,0,1,1,0.0,0.0,0.0,12.0
2429,2025-11-14,Paid,Desktop,India,Basic,Onboarding,3.0,,1.0,0.0,Good enough for my use case,3.0,0,0,1,0.0,0.0,5.0,2.0
2430,2025-01-11,Referral,Desktop,USA,Premium,Upgrade,20.0,111.0,13.0,0.0,Integration with Slack was seamless,4.1,1,0,1,1.0,1.0,0.0,6.0
2431,2026-02-26,Paid,Mobile,UK,Free,Landing,2.0,6.0,0.0,0.0,Dashboard loads slowly,1.8,0,1,0,0.0,0.0,0.0,2.0
2432,2026-03-26,Organic,Desktop,India,Basic,Upgrade,21.0,133.0,8.0,0.0,Reporting module saves a lot of time,4.8,1,0,1,1.0,0.0,0.0,27.0
2433,2026-01-14,Referral,Desktop,USA,Free,Onboarding,4.0,28.0,3.0,0.0,Not blown away but not disappointed,2.8,0,1,1,1.0,0.0,0.0,8.0
2434,2025-09-23,,Mobile,Germany,Free,Landing,2.0,7.0,0.0,0.0,Support response time is slow,1.2,0,1,0,0.0,0.0,0.0,6.0
2435,2025-11-23,Referral,Desktop,Canada,Free,First Feature Use,7.0,55.0,3.0,2.0,Standard SaaS experience,3.3,0,1,1,0.0,0.0,0.0,15.0
2436,2026-01-23,Paid,Desktop,USA,Free,First Feature Use,8.0,64.0,3.0,0.0,Will decide after trial ends,3.4,0,1,1,1.0,1.0,0.0,1.0
2437,2025-02-12,Organic,Tablet,USA,Free,Onboarding,6.0,32.0,2.0,0.0,Nothing exceptional,,0,1,1,0.0,0.0,0.0,4.0
2438,2026-05-04,Organic,Tablet,USA,Basic,Onboarding,5.0,23.0,1.0,0.0,Needs a few more integrations,3.5,0,0,1,1.0,0.0,12.0,11.0
2439,2026-03-10,Organic,Mobile,India,Free,Sign-up,3.0,18.0,1.0,0.0,Haven't used all features yet,3.7,0,1,0,1.0,0.0,0.0,2.0
2440,2025-10-20,Organic,Desktop,USA,Free,Sign-up,2.0,19.0,0.0,0.0,Pricing feels too expensive,2.0,0,1,0,0.0,0.0,0.0,3.0
2441,2025-11-09,Organic,Mobile,India,Free,Landing,1.0,8.0,,0.0,Export functionality is limited,1.5,0,1,0,0.0,0.0,0.0,4.0
2442,2025-04-17,,Mobile,USA,Free,First Feature Use,5.0,46.0,7.0,0.0,Will evaluate again next month,3.5,0,1,1,0.0,0.0,0.0,5.0
2443,2025-05-15,Organic,Mobile,India,Free,Landing,2.0,14.0,0.0,0.0,No dark mode,2.1,0,1,0,0.0,0.0,0.0,4.0
2444,2025-02-12,Paid,Desktop,India,Basic,Onboarding,4.0,21.0,3.0,1.0,Still evaluating whether premium is worth it,2.8,0,0,1,0.0,1.0,12.0,2.0
2445,2026-02-10,Referral,Desktop,Canada,Free,Sign-up,2.0,23.0,1.0,0.0,Feature X is broken for weeks,2.4,0,1,0,1.0,1.0,0.0,7.0
2446,2025-02-24,Organic,Mobile,USA,Free,Sign-up,,12.0,0.0,0.0,No strong opinion yet,3.3,0,1,0,0.0,0.0,0.0,6.0
2447,2026-03-17,Organic,Desktop,USA,Free,Landing,2.0,7.0,0.0,0.0,Too many steps during setup process,1.6,0,1,0,0.0,0.0,0.0,3.0
2448,2025-11-13,Organic,Desktop,USA,Basic,First Feature Use,5.0,,4.0,0.0,Standard SaaS experience,2.6,0,1,1,1.0,0.0,0.0,15.0
2449,2025-05-20,Paid,Desktop,USA,Basic,First Feature Use,7.0,55.0,7.0,1.0,Works most of the time,3.7,0,0,1,3.0,0.0,5.0,14.0
2450,2025-07-10,Referral,Mobile,USA,Premium,Upgrade,10.0,89.0,15.0,0.0,The dashboard analytics are extremely useful,4.6,1,0,1,0.0,0.0,0.0,22.0
2451,2025-10-02,Paid,Desktop,Canada,Free,First Feature Use,8.0,32.0,5.0,1.0,Meets minimum requirements,3.4,0,1,1,2.0,0.0,0.0,18.0
2452,2025-01-01,Referral,Tablet,India,Free,Sign-up,2.0,12.0,0.0,0.0,Customer support unhelpful,1.1,0,1,0,0.0,0.0,0.0,4.0
2453,2025-08-14,Paid,Mobile,USA,Free,Onboarding,7.0,28.0,3.0,1.0,Similar to other tools,2.6,0,1,1,1.0,0.0,0.0,2.0
2454,2026-03-17,Paid,Mobile,India,Basic,Onboarding,3.0,42.0,1.0,0.0,Standard SaaS experience,3.8,0,0,1,1.0,0.0,7.0,2.0
2455,2026-02-28,Organic,Tablet,USA,Free,Landing,1.0,7.0,0.0,0.0,Support response time is slow,1.5,0,1,0,,0.0,0.0,5.0
2456,2026-01-25,Referral,Desktop,USA,Free,First Feature Use,6.0,36.0,,1.0,No strong opinion yet,3.7,0,1,1,2.0,1.0,0.0,18.0
2457,2025-04-05,Referral,Mobile,India,Free,Sign-up,4.0,12.0,1.0,1.0,Room for improvement in UI,3.6,0,1,0,0.0,0.0,0.0,2.0
2458,2025-07-05,Paid,Mobile,Canada,Free,First Feature Use,8.0,56.0,5.0,1.0,Room for improvement in UI,3.3,0,1,1,1.0,0.0,0.0,18.0
2459,2025-07-25,Referral,Desktop,USA,Basic,Onboarding,6.0,20.0,3.0,0.0,Nothing exceptional,3.2,0,0,1,0.0,0.0,9.0,3.0
2460,2025-10-07,Organic,Mobile,India,Basic,Onboarding,7.0,25.0,1.0,0.0,Nothing exceptional,2.7,0,0,1,2.0,0.0,7.0,10.0
2461,2025-04-21,Referral,Mobile,Germany,Basic,Upgrade,21.0,62.0,13.0,2.0,The mobile app is surprisingly good,4.0,1,0,1,0.0,0.0,0.0,12.0
2462,2025-07-21,Organic,Mobile,USA,Free,Landing,2.0,14.0,0.0,0.0,Steep learning curve,2.1,0,1,0,0.0,0.0,0.0,1.0
2463,2026-01-15,Organic,Mobile,USA,Free,Onboarding,4.0,41.0,3.0,0.0,Room for improvement in UI,3.3,0,1,1,0.0,0.0,,7.0
2464,2026-01-21,Organic,Desktop,India,Free,Sign-up,3.0,23.0,0.0,0.0,Similar to other tools,3.0,0,1,0,0.0,0.0,0.0,
2465,2025-05-15,Referral,Tablet,India,Basic,Upgrade,23.0,89.0,10.0,2.0,Onboarding tutorial was straightforward,4.5,1,0,1,0.0,0.0,0.0,11.0
2466,2025-08-21,Referral,Mobile,USA,Free,Sign-up,4.0,11.0,0.0,0.0,Needs a few more integrations,2.7,0,1,0,0.0,0.0,0.0,6.0
2467,2026-01-02,Referral,Desktop,USA,Premium,Upgrade,18.0,77.0,15.0,0.0,Worth every penny,4.8,1,0,1,0.0,2.0,0.0,2.0
2468,2025-07-01,Referral,Mobile,UK,Free,First Feature Use,7.0,36.0,7.0,0.0,Could be better but not terrible,2.7,0,1,1,0.0,0.0,0.0,2.0
2469,2025-01-03,Paid,Mobile,India,Free,Onboarding,7.0,31.0,,0.0,Nothing exceptional,2.8,0,1,1,2.0,1.0,0.0,8.0
2470,2026-02-05,Referral,Tablet,UK,Premium,Upgrade,15.0,86.0,9.0,0.0,Real-time sync is fast,4.5,1,0,1,0.0,0.0,0.0,24.0
2471,2025-02-08,Referral,Mobile,USA,Free,First Feature Use,6.0,35.0,3.0,0.0,Basic features work fine so far,3.1,0,1,1,0.0,1.0,0.0,7.0
2472,2025-11-19,Paid,Mobile,India,Free,Onboarding,4.0,40.0,1.0,0.0,Average experience so far,2.5,0,1,1,1.0,0.0,0.0,6.0
2473,2025-04-01,Organic,Mobile,UK,Basic,Onboarding,3.0,36.0,3.0,0.0,Basic features work fine so far,3.1,0,0,1,2.0,0.0,14.0,7.0
2474,2025-01-11,Paid,Desktop,Germany,Free,Sign-up,2.0,14.0,0.0,0.0,Dashboard loads slowly,1.9,0,1,0,0.0,1.0,0.0,9.0
2475,2026-03-02,Referral,Mobile,Germany,Free,Sign-up,4.0,14.0,,0.0,It's fine for now,4.0,0,1,0,1.0,0.0,0.0,1.0
2476,2026-03-22,Referral,Mobile,India,Free,First Feature Use,,65.0,6.0,0.0,Standard SaaS experience,3.9,0,1,1,0.0,0.0,0.0,18.0
2477,2025-02-14,Referral,Desktop,Canada,Basic,Onboarding,7.0,39.0,2.0,0.0,Will decide after trial ends,3.0,0,0,1,0.0,0.0,13.0,8.0
2478,2026-02-14,Referral,Mobile,Canada,Free,First Feature Use,7.0,60.0,3.0,1.0,It's fine for now,3.0,0,1,1,0.0,0.0,0.0,12.0
2479,2025-04-13,Referral,Mobile,UK,Basic,First Feature Use,7.0,63.0,5.0,0.0,Ok for basic use,3.1,0,0,1,0.0,0.0,2.0,14.0
2480,2025-11-17,Paid,Mobile,India,Free,Landing,2.0,14.0,0.0,0.0,No offline access,2.2,0,1,0,0.0,0.0,0.0,6.0
2481,2025-06-26,Paid,Mobile,India,Premium,Upgrade,19.0,95.0,15.0,1.0,Real-time sync is fast,4.0,1,0,1,0.0,0.0,0.0,
2482,2026-01-14,Organic,Mobile,UK,Free,Sign-up,3.0,14.0,0.0,0.0,Needs a few more integrations,3.2,0,1,0,0.0,1.0,0.0,3.0
2483,2026-02-09,Paid,Desktop,USA,Free,Sign-up,3.0,15.0,1.0,0.0,Still exploring features,3.0,0,1,0,1.0,1.0,0.0,3.0
2484,2025-04-08,Paid,Desktop,USA,Free,Sign-up,4.0,16.0,0.0,0.0,Still evaluating whether premium is worth it,3.3,0,1,0,2.0,0.0,0.0,5.0
2485,2025-02-16,Referral,Mobile,USA,Free,Onboarding,6.0,20.0,3.0,1.0,Not sure if I'll continue,3.5,0,1,1,0.0,0.0,0.0,2.0
2486,2025-12-31,Paid,Mobile,USA,Free,Onboarding,7.0,43.0,2.0,0.0,Learning curve is medium,3.3,0,1,1,,0.0,0.0,6.0
2487,2026-01-21,Organic,Mobile,USA,Free,Sign-up,2.0,18.0,0.0,0.0,Support response time is slow,1.6,0,1,0,1.0,0.0,0.0,8.0
2488,2025-09-26,Organic,Mobile,Germany,Free,First Feature Use,9.0,45.0,7.0,0.0,Automated reports are a lifesaver,4.2,0,1,1,2.0,0.0,0.0,17.0
2489,2026-03-26,Paid,Mobile,USA,Free,First Feature Use,11.0,45.0,5.0,1.0,Mobile experience is smooth,4.8,0,1,1,0.0,0.0,0.0,6.0
2490,2025-09-02,Paid,Mobile,USA,Basic,Onboarding,7.0,39.0,2.0,0.0,Still exploring features,2.8,0,0,1,0.0,0.0,10.0,4.0
2491,2026-01-14,Organic,Mobile,UK,Free,Onboarding,7.0,22.0,1.0,0.0,Meets minimum requirements,,0,1,1,0.0,0.0,0.0,13.0
2492,2025-11-03,Organic,Desktop,USA,Free,First Feature Use,11.0,37.0,4.0,1.0,Support team solved my issue quickly,4.8,0,1,1,0.0,0.0,0.0,14.0
2493,2026-01-02,Paid,Mobile,India,Premium,Upgrade,22.0,65.0,13.0,,Best SaaS tool I've used,4.4,1,0,1,0.0,0.0,0.0,7.0
2494,2025-05-25,Organic,Mobile,USA,Basic,First Feature Use,7.0,65.0,3.0,0.0,Basic features work fine so far,3.1,0,0,1,0.0,,2.0,5.0
2495,2025-08-25,Organic,Mobile,USA,Free,Sign-up,4.0,20.0,1.0,1.0,Room for improvement in UI,3.1,0,1,0,0.0,0.0,0.0,7.0
2496,2025-01-29,Organic,Mobile,Germany,Free,Sign-up,2.0,13.0,0.0,0.0,Trial period too short,2.1,0,1,0,0.0,0.0,0.0,2.0
2497,2025-09-04,Paid,Desktop,UK,Free,First Feature Use,8.0,43.0,4.0,1.0,It's fine for now,3.9,0,1,1,0.0,0.0,0.0,18.0
2498,2026-03-07,Paid,Mobile,Germany,Free,Sign-up,4.0,23.0,1.0,1.0,Good enough for my use case,3.0,0,1,0,0.0,1.0,0.0,5.0
2499,2025-01-08,Organic,Mobile,USA,Free,Landing,1.0,12.0,0.0,0.0,Export functionality is limited,2.4,0,1,0,0.0,0.0,0.0,4.0
2500,2025-02-07,Referral,Mobile,USA,Free,Landing,1.0,11.0,0.0,0.0,Feature X is broken for weeks,1.9,0,1,0,0.0,0.0,0.0,
2501,2025-07-11,Organic,Mobile,UK,Free,First Feature Use,7.0,66.0,6.0,2.0,Standard SaaS experience,3.3,0,1,1,0.0,1.0,0.0,14.0
2502,2025-07-17,Organic,Desktop,USA,Premium,Upgrade,18.0,109.0,11.0,0.0,Worth every penny,4.4,1,0,1,1.0,0.0,0.0,19.0
2503,2025-06-21,Organic,Tablet,USA,Free,First Feature Use,7.0,42.0,6.0,0.0,Will decide after trial ends,3.3,0,1,1,1.0,0.0,,13.0
2504,2025-04-16,Organic,Mobile,USA,Free,First Feature Use,7.0,48.0,4.0,0.0,Needs a few more integrations,3.9,0,1,1,2.0,0.0,0.0,17.0
2505,2025-11-06,Organic,Desktop,India,Free,Onboarding,4.0,34.0,3.0,0.0,Will evaluate again next month,3.8,0,1,1,0.0,,0.0,3.0
2506,2025-05-07,Organic,Mobile,India,Free,First Feature Use,11.0,57.0,3.0,0.0,Highly recommend to other teams,4.7,0,1,1,1.0,0.0,,19.0
2507,2026-02-12,Paid,Mobile,USA,Free,Onboarding,5.0,28.0,1.0,0.0,Learning curve is medium,2.9,0,1,1,1.0,0.0,0.0,1.0
2508,2025-04-22,Paid,Mobile,USA,Premium,Upgrade,13.0,81.0,17.0,0.0,The dashboard analytics are extremely useful,4.6,1,0,1,0.0,0.0,0.0,15.0
2509,2026-02-06,Paid,Desktop,Germany,Free,First Feature Use,9.0,62.0,7.0,1.0,Onboarding tutorial was straightforward,4.2,0,1,1,0.0,0.0,0.0,19.0
2510,2025-12-20,Paid,Mobile,USA,Free,First Feature Use,7.0,63.0,,1.0,Need more time before upgrading,3.3,0,1,1,0.0,0.0,0.0,18.0
2511,2025-01-17,Organic,Tablet,UK,Free,Sign-up,4.0,13.0,1.0,1.0,Not sure if I'll continue,2.7,0,1,0,0.0,0.0,0.0,1.0
2512,2025-09-26,Referral,Mobile,UK,Free,First Feature Use,7.0,55.0,5.0,2.0,Not sure if I'll continue,3.0,0,1,1,,0.0,0.0,14.0
2513,2025-09-18,Organic,Mobile,India,Free,First Feature Use,6.0,56.0,6.0,1.0,Basic features work fine so far,3.4,0,1,1,1.0,1.0,0.0,4.0
2514,2025-05-26,Paid,Desktop,USA,Basic,Onboarding,5.0,26.0,1.0,,Learning curve is medium,3.5,0,0,1,0.0,0.0,12.0,12.0
2515,2026-04-21,Organic,Tablet,Germany,Free,Onboarding,5.0,20.0,1.0,0.0,Works most of the time,3.7,0,1,1,0.0,0.0,0.0,11.0
2516,2025-10-06,Referral,Desktop,USA,Free,Onboarding,3.0,39.0,2.0,,Not blown away but not disappointed,3.1,0,1,1,,0.0,0.0,11.0
2517,2025-04-15,Paid,Desktop,USA,Free,Sign-up,3.0,15.0,0.0,1.0,Not blown away but not disappointed,4.0,0,1,0,0.0,0.0,0.0,7.0
2518,2025-12-24,Organic,Mobile,USA,Free,Sign-up,4.0,22.0,0.0,1.0,Learning curve is medium,2.9,0,1,0,0.0,0.0,0.0,2.0
2519,2026-01-08,Paid,Mobile,USA,Free,First Feature Use,10.0,64.0,5.0,1.0,Feature updates are frequent and useful,4.8,0,1,1,1.0,1.0,0.0,5.0
2520,2025-12-04,Organic,Mobile,USA,Free,Landing,2.0,8.0,0.0,0.0,Feature X is broken for weeks,1.2,0,1,0,1.0,0.0,0.0,4.0
2521,2025-04-22,Paid,Mobile,Germany,Free,Sign-up,3.0,22.0,,0.0,Ok for basic use,3.2,0,1,0,1.0,0.0,0.0,1.0
2522,2025-02-08,Paid,Tablet,USA,Free,First Feature Use,11.0,31.0,5.0,0.0,Feature updates are frequent and useful,4.3,0,1,1,2.0,0.0,0.0,4.0
2523,2026-04-07,Organic,Desktop,Germany,Basic,Onboarding,5.0,38.0,,0.0,Average experience so far,3.0,0,0,1,1.0,0.0,11.0,13.0
2524,2025-07-15,Organic,Desktop,USA,Basic,First Feature Use,9.0,59.0,7.0,0.0,Simple and effective design,4.2,0,0,1,1.0,0.0,4.0,12.0
2525,2026-02-22,Organic,Mobile,USA,Free,Landing,2.0,13.0,0.0,1.0,Feature X is broken for weeks,1.3,0,1,0,0.0,0.0,0.0,2.0
2526,2026-04-16,Paid,Desktop,USA,Premium,Upgrade,12.0,108.0,19.0,0.0,The mobile app is surprisingly good,4.5,1,0,1,1.0,0.0,0.0,8.0
2527,2026-01-06,Organic,Desktop,UK,Free,Sign-up,3.0,18.0,1.0,0.0,Meets minimum requirements,3.4,0,1,0,0.0,1.0,0.0,7.0
2528,2025-10-10,Paid,Mobile,India,Free,Sign-up,3.0,12.0,1.0,0.0,"Works as expected, nothing special",2.7,0,1,0,0.0,1.0,0.0,3.0
2529,2025-08-14,Referral,Mobile,Germany,Free,Sign-up,3.0,10.0,1.0,0.0,Basic features work fine so far,3.3,0,1,0,,0.0,0.0,3.0
2530,2025-07-17,Organic,Desktop,India,Free,First Feature Use,8.0,66.0,5.0,0.0,Learning curve is medium,3.9,0,1,1,1.0,0.0,0.0,5.0
2531,2025-04-05,Referral,Desktop,USA,Free,Sign-up,2.0,20.0,1.0,0.0,No offline access,2.0,0,1,0,0.0,0.0,0.0,5.0
2532,2026-01-21,Paid,Tablet,USA,Free,Sign-up,3.0,13.0,1.0,0.0,Works most of the time,3.6,0,1,0,0.0,0.0,0.0,8.0
2533,2025-03-08,Organic,Mobile,Germany,Free,Landing,2.0,7.0,0.0,0.0,No dark mode,2.3,0,1,0,1.0,0.0,0.0,5.0
2534,2026-02-15,Organic,Mobile,Germany,Free,First Feature Use,9.0,54.0,5.0,0.0,Love the reporting features,4.4,0,1,1,1.0,0.0,0.0,4.0
2535,2025-04-11,Paid,Mobile,USA,Free,First Feature Use,7.0,56.0,5.0,0.0,Decent but not great,3.2,0,1,1,1.0,0.0,0.0,16.0
2536,2026-03-30,Organic,Mobile,USA,Basic,Upgrade,,148.0,9.0,1.0,Customer support was excellent,4.6,1,0,1,0.0,0.0,0.0,27.0
2537,2025-02-26,Organic,Desktop,India,Basic,Onboarding,3.0,24.0,1.0,0.0,Good enough for my use case,3.4,0,0,1,1.0,0.0,5.0,10.0
2538,2025-09-11,Organic,Mobile,India,Free,Sign-up,2.0,11.0,0.0,0.0,Pricing too high for small businesses,1.8,0,1,0,0.0,0.0,0.0,6.0
2539,2025-12-10,Paid,Tablet,UK,Free,Onboarding,7.0,25.0,2.0,0.0,Decent but not great,2.7,0,1,1,1.0,,0.0,4.0
2540,2025-12-17,Paid,Desktop,USA,Premium,Upgrade,21.0,83.0,10.0,0.0,Easy onboarding experience,4.2,1,0,1,1.0,0.0,0.0,27.0
2541,2025-10-19,Paid,Mobile,Germany,Free,Sign-up,3.0,20.0,1.0,1.0,Will decide after trial ends,2.8,0,1,0,1.0,0.0,0.0,5.0
2542,2025-10-13,Organic,Mobile,USA,Free,Onboarding,3.0,31.0,1.0,1.0,Not blown away but not disappointed,3.6,0,1,1,0.0,1.0,0.0,2.0
